id	member_id	loan_amnt	funded_amnt	funded_amnt_inv	term	int_rate	installment	grade	sub_grade	emp_title	emp_length	home_ownership	annual_inc	verification_status	issue_d	pymnt_plan	desc	purpose	title	zip_code	addr_state	dti	delinq_2yrs	earliest_cr_line	inq_last_6mths	mths_since_last_delinq	mths_since_last_record	open_acc	pub_rec	revol_bal	revol_util	total_acc	initial_list_status	out_prncp	out_prncp_inv	total_pymnt	total_pymnt_inv	total_rec_prncp	total_rec_int	total_rec_late_fee	recoveries	collection_recovery_fee	last_pymnt_d	last_pymnt_amnt	next_pymnt_d	last_credit_pull_d	collections_12_mths_ex_med	mths_since_last_major_derog	policy_code	application_type	default_ind
1058698	1290297	12000	12000	12000	 60 months	19.42	314.07	E	E3	Yale University	4 years	RENT	68000	Source Verified	Dec-11	n		debt_consolidation	DebtFix	065xx	CT	23.15	0	Dec-00	0			19	0	23936	78.4	28	f	3406.9	3406.9	15061.32	15061.32	8593.1	6468.22	0	0	0	Dec-15	314.07	Feb-16	Jan-16	0		1	INDIVIDUAL	0
1058696	1290292	4800	4800	4800	 36 months	6.03	146.1	A	A1	Amalgamated General Agency	3 years	OWN	35000	Source Verified	Dec-11	n	Legal assistance Borrower added on 12/06/11 > For legal assistance<br><br> Borrower added on 12/06/11 > legal assistance<br>	other	Legal assistance	074xx	NJ	14.61	0	Jun-88	0			9	0	7263	15.1	21	f	0	0	5203.26	5203.26	4800	403.26	0	0	0	Dec-13	1844.99		Dec-13	0		1	INDIVIDUAL	0
1058411	1289995	25000	15700	15675	 60 months	14.65	370.63	C	C3	U.S. Air Force	10+ years	MORTGAGE	63000	Verified	Dec-11	n	  Borrower added on 12/06/11 > I am plan on using the loan to pay off 2 credit cards that I have. My credit sore shows that i am a responsible borrower and pay all debts on time.<br>	debt_consolidation	pay off	325xx	FL	24.93	0	Nov-98	1			9	0	20546	62.6	29	f	4114.39	4107.84	17788.42	17760.1	11585.6	6202.82	0	0	0	Jan-16	370.63	Feb-16	Jan-16	0		1	INDIVIDUAL	0
1058515	1290104	10000	10000	10000	 36 months	11.71	330.76	B	B3	oceanaire seafood room	5 years	RENT	29406	Source Verified	Dec-11	n		debt_consolidation	pay off credit cards.	919xx	CA	10.41	0	Apr-04	0			5	0	8692	82.5	17	f	0	0	6944.82	6944.82	5393.16	1537.05	0	14.61	0	Sep-13	330.76		Jan-16	0		1	INDIVIDUAL	1
1058110	1289687	2200	2200	2200	 36 months	9.91	70.9	B	B1	Walmart	8 years	RENT	26004	Verified	Dec-11	n	  Borrower added on 12/06/11 > Thank you for lending me this money It will help very much.<br><br> Borrower added on 12/06/11 > To consolidate and pay down some bills. <br><br> Borrower added on 12/06/11 > To pay off a credit card.<br><br> Borrower added on 12/06/11 > To pay off chase bank.<br><br> Borrower added on 12/06/11 > Thank you!<br><br> Borrower added on 12/06/11 > To pay off my high interest credit card.<br><br> Borrower added on 12/06/11 > to pay off my credit card <br>	debt_consolidation	My Loan	150xx	PA	14.95	0	Jan-03	0			3	0	3820	61.6	7	f	0	0	261.47	261.47	160.16	86.42	14.883	0	0	Jun-12	50		Jan-16	0		1	INDIVIDUAL	1
1058519	1290108	24000	24000	24000	 36 months	12.69	805.08	B	B5	gypsy 05 inc	1 year	RENT	120000	Source Verified	Dec-11	n		credit_card	payoff	900xx	CA	13.9	0	Nov-06	0			9	0	27314	83.3	14	f	0	0	28413.79	28413.79	23024.99	5136.52	80.49258207	171.78	30.9204	Dec-14	805.08		Jul-15	0		1	INDIVIDUAL	1
1058494	1290082	16000	16000	16000	 36 months	7.9	500.65	A	A4	Lands' End	< 1 year	MORTGAGE	110000	Not Verified	Dec-11	n	"  Borrower added on 12/06/11 > Looking to simplify some credit card debt and concentrate on paying it off with a more reasonable interest rate. Recently moved for a new job opportunity in the technology field for a major retailer that's been in business for over 40 years. I've consistently paid loans and other bills on time, and am very stable financially. <br>"	credit_card	Get Rid of Debt	537xx	WI	8.69	0	Dec-97	2			17	0	17043	16.2	26	f	0	0	17811.3	17811.3	16000	1811.3	0	0	0	Jan-14	5803.96		Sep-15	0		1	INDIVIDUAL	0
1058634	1290230	10000	10000	10000	 36 months	9.91	322.25	B	B1	rite aid	10+ years	RENT	34000	Source Verified	Dec-11	n		credit_card	paybackcards	031xx	NH	17.51	0	Feb-99	1			10	0	12937	70.7	22	f	0	0	11599.07802	11599.08	10000	1599.08	0	0	0	Dec-14	331.25		Dec-14	0		1	INDIVIDUAL	0
1058483	1290071	10625	10625	10625	 36 months	14.27	364.54	C	C2	valcom/necc	10+ years	RENT	26500	Not Verified	Dec-11	n	  Borrower added on 12/06/11 > I am very determined and will pay.<br>	debt_consolidation	goal	054xx	VT	15.49	0	Sep-98	1			6	0	5872	80.4	14	f	0	0	3408.15	3408.15	1983.86	928.22	0	496.07	4.87	Aug-12	364.54		Feb-13	0		1	INDIVIDUAL	1
1055678	1287242	9600	9600	9600	 36 months	14.65	331.15	C	C3	Easy Eddies	2 years	RENT	40000	Source Verified	Dec-11	n		credit_card	debt consoladation	282xx	NC	5.2	0	May-05	1	24		8	0	5271	75.3	10	f	0	0	11879.77566	11879.78	9600	2279.78	0	0	0	Aug-14	1621.93		Jan-16	0		1	INDIVIDUAL	0
1058484	1290072	7200	7200	7200	 36 months	20.89	270.86	F	F1	Ohio State University	< 1 year	MORTGAGE	88800	Verified	Dec-11	n		debt_consolidation	Consol	451xx	OH	20.46	0	Dec-94	3	24		34	0	17998	57.5	61	f	0	0	6676.85	6676.85	4068.87	2159.78	0	448.2	4.482	Nov-13	541.72		Apr-14	0		1	INDIVIDUAL	1
1058615	1290210	12000	12000	12000	 36 months	8.9	381.04	A	A5	Main Street Radiology	6 years	RENT	100000	Not Verified	Dec-11	n		debt_consolidation	Personal Consid	113xx	NY	12.94	0	May-01	0			9	0	10576	57.2	20	f	0	0	13715.17006	13715.17	12000	1715.17	0	0	0	Dec-14	392.81		Jan-16	0		1	INDIVIDUAL	0
1058603	1290197	5000	5000	5000	 36 months	12.42	167.08	B	B4	icon parking 	3 years	RENT	45000	Not Verified	Dec-11	n	"  Borrower added on 12/06/11 > Thank you for affording me this loan I consider is a very good loan rate <br><br> Borrower added on 12/06/11 > with this loan at this good rate I will pay off the credit card having a better monthly rate, my job is really stable I have been working for 3 years in this company, and with lendin club I will for sure keep a good business contact in order to continue making a good credit with you <br>"	credit_card	it is really a good loan rate	112xx	NY	4.21	0	May-05	1			4	0	5592	81	10	f	0	0	5953.075531	5953.08	5000	953.08	0	0	0	Apr-14	1448.94		Jan-16	0		1	INDIVIDUAL	0
1058625	1290221	30000	30000	29092.57163	 60 months	21.67	822.95	F	F3	Del Friscos	2 years	RENT	85000	Verified	Dec-11	n	  Borrower added on 12/06/11 > paying off credit cards<br>	debt_consolidation	credit card consolidation	100xx	NY	11.44	0	Sep-02	2			9	0	23760	97.3	20	f	8818.07	8810.66	39477.16	37104.47	21181.93	18295.23	0	0	0	Dec-15	822.95	Feb-16	Jan-16	0		1	INDIVIDUAL	0
1058468	1290056	12000	12000	12000	 36 months	16.29	423.61	D	D1	Coldwell Banker Pacific Properties	9 years	RENT	36000	Verified	Dec-11	n	  Borrower added on 12/06/11 > Pay off credit cards<br><br> Borrower added on 12/06/11 > Pay off credit cards<br>	credit_card	Pay off	968xx	HI	14	0	Apr-01	1			6	0	11926	87.7	11	f	0	0	14526.24	14526.24	12000	2526.24	0	0	0	Aug-13	6486.41		Jan-16	0		1	INDIVIDUAL	0
1058440	1290022	18000	18000	18000	 36 months	17.27	644.18	D	D3	Eli's Bread	10+ years	RENT	80000	Verified	Dec-11	n		debt_consolidation	Debt Consolidation Loan	111xx	NY	21.43	0	Aug-94	1			18	0	21980	63.7	28	f	0	0	23183.90055	23183.9	18000	5183.9	0	0	0	Dec-14	659.44		Jan-16	0		1	INDIVIDUAL	0
1058451	1290037	10000	10000	10000	 36 months	9.91	322.25	B	B1	"Dr. Robert Hood, DDS"	3 years	RENT	50000	Source Verified	Dec-11	n	"  Borrower added on 12/06/11 > Refinancing 2 credit cards. Debt is around $10 000. Reason: hard to pay off credit card`s principal balance, due to high APR%, therefore huge monthly interest charges. <br>"	credit_card	My personal loan	223xx	VA	9.1	0	Jul-05	0			9	0	13020	37.5	11	f	0	0	11253.89	11253.89	10000	1253.89	0	0	0	Aug-13	5145.96		Sep-13	0		1	INDIVIDUAL	0
1058596	1290190	10000	10000	9994.464812	 36 months	9.91	322.25	B	B1	RathGibson	10+ years	RENT	75000	Not Verified	Dec-11	n		debt_consolidation	Debt Consolidation Loan	088xx	NJ	11.23	0	Mar-87	1	47		10	0	9105	61.9	22	f	0	0	11398.21	11391.01	10000	1398.21	0	0	0	Dec-13	4005.76		Jan-16	0		1	INDIVIDUAL	0
1058578	1290169	26000	26000	26000	 36 months	7.51	808.89	A	A3	University of Phoenix	8 years	MORTGAGE	105000	Verified	Dec-11	n	"  Borrower added on 12/06/11 > I am looking for help in breaking the cycle of perpetual debt. High interest rates, that just keep rising, are preventing me from being able to pay things off faster. I am serious about getting debt free and looking for serious investors to help me create a brighter future. Traditional banks aren't offering many solutions for consumers. Thank you for your consideration!<br>"	debt_consolidation	Debt Consolidation Loan	301xx	GA	15.3	0	May-00	0			8	0	15093	78.6	33	f	0	0	28135.5	28135.5	26000	2135.5	0	0	0	May-13	6642.31		May-14	0		1	INDIVIDUAL	0
1058423	1290007	17475	17475	17475	 36 months	9.91	563.14	B	B1	state of calif.in-home suportive service	3 years	RENT	45408	Source Verified	Dec-11	n		debt_consolidation	freedom loan	923xx	CA	24.92	0	Dec-86	1			19	0	29544	49.2	27	f	0	0	20261.3488	20261.35	17475	2786.35	0	0	0	Oct-14	1692.55		Jan-16	0		1	INDIVIDUAL	0
1057201	1288760	10400	10400	10400	 60 months	22.35	289.32	F	F5	control air	3 years	MORTGAGE	72000	Source Verified	Dec-11	n	"  Borrower added on 12/06/11 > will use the funds to consolidate existing debt to one easy payment. have been a member of the (smwia) sheet metal workers local union 105, for the past 5 years. My career has complete job securtity(Insured, 401, pension).<br>"	debt_consolidation	debt consolidation	925xx	CA	8.82	0	Apr-05	0			8	0	9334	99.3	9	f	0	0	3525.35	3525.35	813.59	1492.09	0	1219.67	219.5406	Aug-12	289.32		Jan-16	0		1	INDIVIDUAL	1
1058396	1289979	10000	10000	9994.503972	 36 months	10.65	325.74	B	B2	Investor's Business Daily	3 years	RENT	67500	Source Verified	Dec-11	n		credit_card	Credit Card Refinance	900xx	CA	9.3	0	Nov-03	1			8	0	17675	77.9	12	f	0	0	11435.13	11427.84	10000	1435.13	0	0	0	Oct-13	4606.88		Jan-16	0		1	INDIVIDUAL	0
1046641	1277494	17250	17250	17250	 36 months	19.42	635.99	E	E3	Thinc Systems Inc	4 years	RENT	60000	Verified	Dec-11	n		credit_card	Credit Card Loan	303xx	GA	4.08	0	Jan-07	3			3	0	14981	72	6	f	0	0	22148.87	22148.87	17250	4898.87	0	0	0	Dec-13	7525.06		Jan-16	0		1	INDIVIDUAL	0
1053982	1285589	10000	10000	10000	 36 months	6.62	307.04	A	A2	verity Resins LLC	2 years	MORTGAGE	65000	Source Verified	Dec-11	n		debt_consolidation	payoff loan	272xx	NC	7.16	0	May-78	1			7	0	46667	33.5	24	f	0	0	11050.64637	11050.65	10000	1050.65	0	0	0	Dec-14	326.35		Dec-14	0		1	INDIVIDUAL	0
1058372	1289952	12000	12000	12000	 60 months	13.49	276.06	C	C1	rg steel 	9 years	RENT	55000	Not Verified	Dec-11	n	"  Borrower added on 12/07/11 > I'm using this loan to pay off high interest cards. I'm paying close to 300 a month and they aren't moving! With this loan ill be paying a little less but the debt will be getting paid off! This club sounds like a life saver!<br> Borrower added on 12/09/11 > I really appreciate all help in securing this loan!<br><br> Borrower added on 12/09/11 > I greatly appreciate all help with securing this loan!<br> Borrower added on 12/12/11 > I'm asking lenders to please invest in this loan, Im paying off this loan early so you will receive your investment return quicker<br> Borrower added on 12/13/11 > I'm asking investors to please invest in another share on this loan if you can. This loan will help me greatly get on track with everything financially, I'm nervous not enough progress is being made on this loan with only 6 days left and  7k to go! <br><br> Borrower added on 12/14/11 > NEED HELP INVEST HERE!<br><br>  Borrower added on 12/18/11 > Please help I only got 2 days left! Merry Christmas and thank you all !!!<br>"	debt_consolidation	consolidation	445xx	OH	14.49	0	Nov-02	2			8	0	18622	50.1	16	f	0	0	1100.4	1100.4	572.24	528.16	0	0	0	Apr-12	276.06		Jan-16	0		1	INDIVIDUAL	1
1051228	1282516	6000	6000	6000	 60 months	7.9	121.38	A	A4		n/a	OWN	34848	Verified	Dec-11	n	"  Borrower added on 12/06/11 > My son got in to some trouble with credit cards out of college, a typical story, and with the job market being what it is he can't get out from under them.  With this loan I hope to be able to get his payments down to a reasonable payment until he can find a better paying job.<br>"	credit_card	One Bill A Month	024xx	MA	12.16	0	Apr-73	0			12	0	10040	14.7	22	f	972.84	972.84	6211.9	6211.9	5027.16	1184.74	0	0	0	Dec-15	143	Feb-16	Jan-16	0		1	INDIVIDUAL	0
1058368	1289948	19075	19075	19075	 60 months	18.25	486.98	D	D5	Bluecoat Systems	< 1 year	RENT	48000	Source Verified	Dec-11	n		debt_consolidation	consolidation	951xx	CA	21.2	0	Dec-00	1			9	0	20306	70.8	19	f	0	0	25893.29337	25893.29	19075	6818.29	0	0	0	Apr-14	12760.95		May-14	0		1	INDIVIDUAL	0
1058155	1289935	20000	20000	20000	 36 months	11.71	661.52	B	B3	LSR	2 years	MORTGAGE	55000	Verified	Dec-11	n	  Borrower added on 12/06/11 > I'm look to consolidate into one monthly payment and save a little money in the prosses. <br>	credit_card	one monthly payment	430xx	OH	23.89	0	Apr-00	3			9	0	19037	54.9	14	f	0	0	22774.85	22774.85	19999.99	2774.86	0	0	0	Jun-13	11554.01		Jan-16	0		1	INDIVIDUAL	0
1057701	1289468	24000	24000	23975	 36 months	7.9	750.97	A	A4	Paragon Honda	4 years	RENT	65000	Verified	Dec-11	n		debt_consolidation	My personl loan	113xx	NY	22.12	0	Jun-03	0			12	0	11383	41.4	20	f	0	0	27033.33153	27005.18	24000	3033.33	0	0	0	Dec-14	759.52		Mar-15	0		1	INDIVIDUAL	0
1058301	1289888	17200	17200	17200	 60 months	17.27	429.97	D	D3	NSABP Foundation Inc	9 years	MORTGAGE	55000	Verified	Dec-11	n	"  Borrower added on 12/06/11 > I would like to borrow money to pay off high-interest credit cards and some home improvement.<br> Borrower added on 12/07/11 > This is a nice program that definitely is a win-win situation for the borrowers and the investors.  I am very prompt in paying my bills and I am more than able to pay more than the monthly minimum payments required on my credit cards.  However, the interest rates on the majority of my cards are very high.  I would like to pay off these high-interest credit cards with the money and, in turn, save some money on interest charges.  Thanks so much for your consideration!    <br><br> Borrower added on 12/07/11 > This is a very nice program and is definitely a win-win situation for me and my investors.  I am very prompt in making timely payments and I am able to make more than the minimum monthly payments required on my credit cards.  However, the interest rate on the majority of my credit cards is very high.  I would like to be able to save some money by using this fund to pay off those high interest cards.  Thanks so much in considering in investing in me!<br>"	home_improvement	Debt Consolidation	152xx	PA	23.76	0	Jun-95	1			14	0	18467	89	38	f	0	0	16270.39	16270.39	9065.54	7183.97	0	20.88	3.758400001	Mar-15	606		Jan-16	0		1	INDIVIDUAL	1
1058237	1289819	15000	15000	15000	 36 months	8.9	476.3	A	A5	Opportunity International	3 years	MORTGAGE	75000	Verified	Dec-11	n	"  Borrower added on 12/06/11 > We love our 25 year old home, but have recently started experiencing multiple leaks due to aging galvanized pipe.<br> Borrower added on 12/07/11 > We will use the loan to replace the galvanized pipe with CPVC and replace the ceiling over 25% of our 1st floor as it is damaged from the water. <br>"	home_improvement	Home Improvement - New Pipes	770xx	TX	21.6	0	Nov-99	1	43		10	0	5581	46.9	23	f	0	0	17143.68786	17143.69	15000	2143.69	0	0	0	Dec-14	492.43		Jan-16	0		1	INDIVIDUAL	0
1058309	1289896	10625	10625	10625	 36 months	11.71	351.44	B	B3	Roswell	< 1 year	RENT	30000	Source Verified	Dec-11	n	  Borrower added on 12/06/11 > Thank you<br>	credit_card	Card Refinance	882xx	NM	23.2	0	Dec-03	0	70		11	0	12103	70.4	17	f	0	0	11441.01	11441.01	9235.98	1988.52	0	216.51	1.949299997	Aug-14	351.44		Jan-15	0		1	INDIVIDUAL	1
1058318	1289905	8400	8400	8400	 36 months	14.65	289.76	C	C3	wyoming valley hospital	< 1 year	RENT	30000	Source Verified	Dec-11	n		credit_card	Credit Card Loan	187xx	PA	15.84	0	Sep-06	1			19	0	11568	73.3	24	f	0	0	10243.60628	10243.61	8400	1843.61	0	0	0	Feb-14	3007.67		Jan-16	0		1	INDIVIDUAL	0
1058381	1289962	28000	28000	28000	 60 months	14.65	660.99	C	C3	Bensamochan and Poghosyan 	2 years	RENT	160000	Verified	Dec-11	n	  Borrower added on 12/06/11 > To pay off debt<br>	credit_card	Credit Card Refi	914xx	CA	11.81	0	Oct-98	2			10	0	14562	73.9	62	f	7336.79	7336.79	31726.74	31726.74	20663.21	11063.53	0	0	0	Dec-15	660.99	Feb-16	Jan-16	0		1	INDIVIDUAL	0
1058282	1289869	16000	16000	16000	 36 months	15.96	562.2	C	C5	Global Teachers Research and Resources	10+ years	MORTGAGE	60000	Source Verified	Dec-11	n	  Borrower added on 12/06/11 > I intend to make improvements on my kitchen and repair both bathrooms in my home which obviously improves the value of the house in this current housing market<br> Borrower added on 12/06/11 > I have recently refianced my mortagage for a lower rate and hence the amount of $$$ that I save every month can help me pay this loan at a faster pace and this is the right moment for me to think about it.<br>	home_improvement	home improvement	300xx	GA	7.7	0	Jul-06	3			8	0	9822	86.4	10	f	0	0	20229.808	20229.81	16000	4229.81	0	0	0	Dec-14	587.91		Jan-16	0		1	INDIVIDUAL	0
1051960	1283480	18000	11000	11000	 60 months	16.77	272.02	D	D2	Wrenshall Public School District #100	10+ years	MORTGAGE	59000	Source Verified	Dec-11	n	"  Borrower added on 12/06/11 > Hello:  I just want to take a moment to thank the potential investors.  I plan to use this loan to pay off my credit cards, therefore, becoming free of high interest credit cards that will never get paid down.  I'm trying very hard to learn from my financial mistakes and by paying off my credit cards with this loan, and having this loan paid off in five years, I can see the light at the end of my debt tunnel.  The loan payment is in line with what I pay now, so I will be able to make all the payments.  Also, I have very long tenure at my place of employment so my income will remain constant.  Thank you so much!!<br><br>  Borrower added on 12/19/11 > Thank you to everyone who has invested so far.  I'm getting concerned that this loan will not fund with only 20.97% of it being funded so far.  I only have 21 hours left.  This loan would help give me a fresh start and pay down my debt so much faster than I currently can.  I'm holding on to hope.<br>"	credit_card	No more credit cards	557xx	MN	4.62	0	Jan-91	3			7	0	11243	83.9	14	f	0	0	16038.55001	16038.55	11000	5038.55	0	0	0	Nov-15	3525.63		Dec-15	0		1	INDIVIDUAL	0
1058289	1289876	15000	15000	15000	 36 months	14.27	514.64	C	C2	"Agri-Empresa, LLC"	3 years	MORTGAGE	35000	Verified	Dec-11	n	  Borrower added on 12/09/11 > Going to pay off high interest rate credit card debt.  <br><br><br>	credit_card	Credit Card Loan	797xx	TX	12.58	0	Jan-88	1			6	0	5615	92	11	f	0	0	17994.33	17994.33	15000	2994.33	0	0	0	Nov-13	6704.08		Oct-14	0		1	INDIVIDUAL	0
1058241	1289823	20675	12625	12625	 60 months	13.49	290.44	C	C1	SMACNA	2 years	MORTGAGE	81800	Verified	Dec-11	n		debt_consolidation	Debt Loan	220xx	VA	17.85	0	Apr-00	0			9	0	24645	61.2	20	f	0	0	13045.5	13045.5	12625	420.5	0	0	0	Mar-12	12466.91		Aug-12	0		1	INDIVIDUAL	0
1058276	1289862	13225	13225	13225	 36 months	12.69	443.64	B	B5	Aramark Sports and Entertainment	5 years	MORTGAGE	65000	Verified	Dec-11	n		credit_card	Credit Relief	774xx	TX	23.48	0	Aug-99	1			11	0	17982	86.5	29	f	0	0	14966.39	14966.39	13225	1741.39	0	0	0	Mar-13	8771.07		Jun-15	0		1	INDIVIDUAL	0
1058123	1289701	11775	11775	11775	 36 months	13.49	399.54	C	C1	"Body Details, Inc."	1 year	RENT	44400	Not Verified	Dec-11	n		credit_card	Credit Card Pay Off	334xx	FL	13.11	0	Nov-03	0			18	0	13634	82.1	26	f	0	0	14378.18227	14378.18	11775	2603.18	0	0	0	Dec-14	415.6		Jan-16	0		1	INDIVIDUAL	0
1058126	1289704	16400	16400	16375	 60 months	17.27	409.97	D	D3	MORGAN STANLEY	5 years	RENT	61500	Verified	Dec-11	n	  Borrower added on 12/06/11 > Hello - I am looking to pay off credit cards to start fresh.  <br><br> Borrower added on 12/06/11 > Hello - Looking to pay off credit cards and start fresh.  <br><br> Borrower added on 12/06/11 > Hello - looking to pay off credit cards and start fresh.  <br> Borrower added on 12/07/11 > Looking to pay off my credit cards to start fresh.  I have been employed for five years and have a very stable job position with a stable firm. <br>	credit_card	CREDIT CARD PAYOFF	071xx	NJ	12.51	0	Jul-00	1			6	0	14906	72.3	11	f	0	0	9953.6	9938.5	3988.92	4191.28	0	1773.4	24.216	Aug-13	409.97		Jan-14	0		1	INDIVIDUAL	1
1058242	1289824	10075	10075	10075	 36 months	12.42	336.66	B	B4	"Zila, Inc."	2 years	MORTGAGE	46000	Verified	Dec-11	n	"  Borrower added on 12/06/11 > Playing off credit cards - JC Penny, Barclay and Bank of America.<br>"	credit_card	Credit Card Loan	725xx	AR	18.63	0	Jul-00	3			8	0	17072	55.9	21	f	0	0	12115.05119	12115.05	10075	2040.05	0	0	0	Nov-14	681.87		Jan-16	0		1	INDIVIDUAL	0
1058119	1289696	10000	10000	9975	 36 months	14.27	343.09	C	C2	Bed Bath and Beyond	< 1 year	RENT	62000	Verified	Dec-11	n	  Borrower added on 12/07/11 > For Debt Consolidation<br>	debt_consolidation	LendingClubLoan	111xx	NY	20.94	0	Apr-92	2			15	0	20159	62.7	33	f	0	0	12346.50761	12315.68	10000	2346.51	0	0	0	Dec-14	357.61		Sep-15	0		1	INDIVIDUAL	0
1058084	1289660	14000	14000	14000	 36 months	12.42	467.82	B	B4	Carolina East Medical Center	4 years	MORTGAGE	88000	Not Verified	Dec-11	n	"  Borrower added on 12/06/11 > Loan is for consolidation of credit card debt and 2000 of this total will be use to assist in purchasing a vehicle for my daughter, which I have already saved 4000 for. Thank you very much for your consideration. <br>"	debt_consolidation	Debt Consolidation Loan	285xx	NC	9.63	0	Dec-93	1			11	0	11271	70.9	22	f	0	0	16837.10476	16837.1	14000	2837.1	0	0	0	Jan-15	482.9		Jan-15	0		1	INDIVIDUAL	0
1058111	1289688	13000	13000	12994.46479	 36 months	9.91	418.93	B	B1	Holy Rosary Church	10+ years	RENT	50000	Not Verified	Dec-11	n	  Borrower added on 12/06/11 > My goal is to consolidate my debt and pay one bill with a lower APR.<br> Borrower added on 12/07/11 > My plan is to pay a higher portion of the bill in the summer months when I make more money.  I can actually then pay it off in less than 3 years.  <br>	debt_consolidation	Pay it off	111xx	NY	17.3	0	Jun-01	1			13	0	18246	30.7	25	f	0	0	14358.94	14351.74	12158.68	2068.04	0	132.22	20.7576	Oct-14	418.93		Mar-15	0		1	INDIVIDUAL	1
1053505	1285105	15000	15000	15000	 36 months	11.71	496.14	B	B3	Venevision International Productions	6 years	RENT	75000	Verified	Dec-11	n		debt_consolidation	Debt Consolidation Loan	331xx	FL	11.7	0	Dec-05	0			6	0	6622	79.8	8	f	0	0	17080.53	17080.53	15000	2080.53	0	0	0	Jun-13	8668.66		Jan-16	0		1	INDIVIDUAL	0
1058101	1289677	5000	5000	5000	 60 months	16.77	123.65	D	D2	MTA	4 years	MORTGAGE	90000	Verified	Dec-11	n	"  Borrower added on 12/06/11 > thank you for processing the loan<br><br> Borrower added on 12/06/11 > i am a hard worker and need to pay off some bills<br>thank you for the opportunity<br> Borrower added on 12/06/11 > I own a home and have a good job. unfortunately, I fell behind and have been catching up within five years. with this loan I will be able to consolidate my bills and have a clean start. I appreciate the assistance and promise to pay the loan back on time.<br> Borrower added on 12/07/11 > i have verified my email- thank you for providing me with the loan<br>"	debt_consolidation	Debt Consolidation Loan	115xx	NY	3.92	0	Jun-94	0	34		8	0	6313	83.1	16	f	1367.55	1367.55	5932.63	5932.63	3632.45	2285.19	14.98341594	0	0	Dec-15	123.65	Feb-16	Jan-16	0		1	INDIVIDUAL	0
1058072	1289647	9350	9350	9350	 36 months	7.51	290.89	A	A3	El Paso Corporation	5 years	MORTGAGE	100000	Verified	Dec-11	n		credit_card	Credit Card Loan	809xx	CO	10	0	Sep-96	0			11	0	16358	69.4	32	f	0	0	10288.47	10288.47	9350	938.47	0	0	0	Jan-14	2326.45		Jan-16	0		1	INDIVIDUAL	0
1058082	1289658	30000	18275	18275	 60 months	20.3	487.24	E	E5	Jacksonville Sheriff's Office	10+ years	MORTGAGE	110000	Verified	Dec-11	n	"  Borrower added on 12/06/11 > I'm using this loan to buy out 50% of the business, I have with my partner, so I will be 100% owner.  He is selling his 50% for $25, 000.  Other left over amount $3500, I would like to use this money to expand and buy more equiments for the business.  The business is a gym and has been in business since 09/09<br><br> Borrower added on 12/08/11 > My business partner is selling his 50%, and I own other 50%. His asking price is $25,000. If I can get $5000 more for the total of $30,000. The $5,000 will be used towards renovating (installing two showers in the bathroom) and buy two Concept2 rowers.<br><br> Borrower added on 12/11/11 > The fund will be used to buy out my business partner.  I own 50% and he owns 50%.<br><br> Borrower added on 12/16/11 > It's 2 years old business (gym) and I'm buying out my partner.<br>"	small_business	Business Loan	322xx	FL	23.21	0	Aug-89	1			17	0	26101	56.3	60	f	0	0	12389.79	12389.79	4684.97	5747.44	0	1957.38	19.4083	Sep-13	512.76		Oct-15	0		1	INDIVIDUAL	1
1058221	1289803	18225	18225	18225	 36 months	12.42	609	B	B4	hill's pet nutrion	4 years	RENT	40000	Not Verified	Dec-11	n	  Borrower added on 12/06/11 > With these funds I can rid myself and my family of credit card debt.You can be rest assurued I've never fail to pay back a loan.My employment situation is quite secure.<br>	debt_consolidation	debt restructuring	060xx	CT	19.65	0	Jan-96	0			9	0	27064	87.9	24	f	0	0	21920.17272	21920.17	18225	3695.17	0	0	0	Dec-14	621.81		Dec-14	0		1	INDIVIDUAL	0
1058078	1289654	18000	18000	18000	 60 months	15.27	430.78	C	C4	Food Bank of CNY	2 years	MORTGAGE	50000	Source Verified	Dec-11	n		debt_consolidation	No more debt	130xx	NY	15.31	0	Jun-99	1			16	0	15940	73.5	55	f	0	0	18696.27	18696.27	18000	696.27	0	0	0	Apr-12	1405.94		Apr-12	0		1	INDIVIDUAL	0
1058213	1289793	3600	3600	3600	 36 months	6.62	110.54	A	A2	US Bank	8 years	MORTGAGE	88824	Not Verified	Dec-11	n	  Borrower added on 12/07/11 > For Christmas <br><br> Borrower added on 12/07/11 > And to pay medical bills <br> Borrower added on 12/07/11 > Thank you for helping me in this hard time. I can't express my gratitude enough. <br>	other	December relief	410xx	KY	11.75	0	Aug-97	0			8	0	17137	69.5	28	f	0	0	3978.323973	3978.32	3600	378.32	0	0	0	Dec-14	116.44		Dec-14	0		1	INDIVIDUAL	0
1058059	1289635	29000	29000	27884.92262	 60 months	10.65	625.49	B	B2	Abbott Labs	10+ years	MORTGAGE	180000	Verified	Dec-11	n	  Borrower added on 12/07/11 > Building cash for a RE ransaction.  <br>	debt_consolidation	Debt Consolidation Loan	030xx	NH	3.9	0	Mar-90	0			12	0	55964	68.5	21	f	0	0	36276.08515	34480.6	29000	7276.09	0	0	0	Feb-15	13169.21		Jan-16	0		1	INDIVIDUAL	0
1058060	1289636	5000	5000	5000	 36 months	16.29	176.51	D	D1		10+ years	OWN	40000	Not Verified	Dec-11	n		car	farm loan	206xx	MD	9.57	1	Jan-01	1	12		9	0	7470	92.2	13	f	0	0	6360.098375	6360.1	5000	1360.1	0	0	0	Feb-15	9.33		Jan-16	0		1	INDIVIDUAL	0
